station,zip,route,dsp,volume,price
FAT01,93730,FAT01-003,YMB,144,1.85
FAT01,93630,FAT01-005,DAE,271,1.85
FAT01,93660,FAT01-005,DAE,20,1.85
FAT01,93668,FAT01-005,DAE,13,1.85
FAT01,93706,FAT01-005,DAE,403,1.85
FAT01,93722,FAT01-005,DAE,974,1.85
FAT01,93723,FAT01-005,DAE,180,1.85
FAT01,93625,FAT01-006,DAE,89,1.8
FAT01,93631,FAT01-006,DAE,179,1.8
FAT01,93662,FAT01-006,DAE,300,1.8
FAT01,93725,FAT01-006,DAE,291,1.8
FAT01,93657,FAT01-007,PEL,383,1.85
FAT01,93726,FAT01-007,PEL,434,1.85
FAT01,93727,FAT01-007,PEL,975,1.85
FAT01,93737,FAT01-007,PEL,101,1.85
FAT01,93615,FAT01-008,DAE,42,1.8
FAT01,93616,FAT01-008,DAE,20,1.8
FAT01,93618,FAT01-008,DAE,340,1.8
FAT01,93646,FAT01-008,DAE,103,1.8
FAT01,93647,FAT01-008,DAE,96,1.8
FAT01,93648,FAT01-008,DAE,156,1.8
FAT01,93654,FAT01-008,DAE,286,1.8
FAT01,93230,FAT01-009,PEL,834,2
FAT01,93245,FAT01-009,PEL,471,2
FAT01,93291,FAT01-010,SDG,710,1.95
FAT01,93650,FAT01-011,DAE,42,1.8
FAT01,93704,FAT01-011,DAE,250,1.8
FAT01,93705,FAT01-011,DAE,383,1.8
FAT01,93711,FAT01-011,DAE,381,1.8
FAT01,93620,FAT01-012,SDG,135,2
FAT01,93622,FAT01-012,SDG,119,2
FAT01,93635,FAT01-012,SDG,647,2
FAT01,93640,FAT01-012,SDG,162,2
FAT01,93204,FAT01-013,SDG,133,2
FAT01,93210,FAT01-013,SDG,216,2
FAT01,93212,FAT01-014,PEL,187,2
FAT01,93247,FAT01-014,PEL,181,2
FAT01,93267,FAT01-014,PEL,55,2
FAT01,93274,FAT01-014,PEL,902,2
FAT01,93277,FAT01-015,PEL,580,1.95
FAT01,93221,FAT01-016,PEL,152,1.95
FAT01,93223,FAT01-016,PEL,107,1.95
FAT01,93235,FAT01-016,PEL,53,1.95
FAT01,93286,FAT01-016,PEL,113,1.95
FAT01,93292,FAT01-016,PEL,514,1.95
FAT01,93701,FAT01-017,DAE,86,1.8
FAT01,93702,FAT01-017,DAE,422,1.8
FAT01,93703,FAT01-017,DAE,333,1.8
FAT01,93721,FAT01-017,DAE,41,1.8
FAT01,93728,FAT01-017,DAE,158,1.8
LAX01,91745,LAX01-001,TLI,540,1.55
LAX01,91715,LAX01-001,TLI,0,1.55
LAX01,91747,LAX01-001,TLI,0,1.55
LAX01,91790,LAX01-001,TLI,471,1.55
LAX01,91793,LAX01-001,TLI,0,1.55
LAX01,91791,LAX01-001,TLI,323,1.55
LAX01,91792,LAX01-001,TLI,298,1.55
LAX01,91744,LAX01-001,TLI,794,1.55
LAX01,91788,LAX01-002,HHU,0,1.55
LAX01,91789,LAX01-002,HHU,388,1.55
LAX01,91748,LAX01-002,HHU,456,1.55
LAX01,91765,LAX01-002,HHU,413,1.55
LAX01,90633,LAX01-003,FUS,0,1.55
LAX01,90604,LAX01-003,FUS,390,1.55
LAX01,90639,LAX01-003,FUS,3,1.55
LAX01,90638,LAX01-003,FUS,413,1.55
LAX01,90605,LAX01-003,FUS,394,1.55
LAX01,90607,LAX01-003,FUS,0,1.55
LAX01,90603,LAX01-003,FUS,183,1.55
LAX01,91773,LAX01-004,AZE,309,1.6
LAX01,91724,LAX01-004,AZE,278,1.6
LAX01,91723,LAX01-004,AZE,192,1.6
LAX01,91722,LAX01-004,AZE,363,1.6
LAX01,92821,LAX01-005,UNS,366,1.55
LAX01,92823,LAX01-005,UNS,46,1.55
LAX01,92822,LAX01-005,UNS,0,1.55
LAX01,92886,LAX01-005,UNS,422,1.55
LAX01,92870,LAX01-005,UNS,476,1.55
LAX01,90631,LAX01-005,UNS,644,1.55
LAX01,90621,LAX01-005,UNS,355,1.55
LAX01,92871,LAX01-005,UNS,0,1.55
LAX01,91010,LAX01-006,Jiugui,226,1.55
LAX01,91016,LAX01-006,Jiugui,379,1.55
LAX01,91017,LAX01-006,Jiugui,0,1.55
LAX01,91024,LAX01-006,Jiugui,74,1.55
LAX01,91008,LAX01-006,Jiugui,13,1.55
LAX01,91007,LAX01-006,Jiugui,263,1.55
LAX01,91731,LAX01-006,Jiugui,257,1.55
LAX01,91732,LAX01-006,Jiugui,562,1.55
LAX01,91706,LAX01-006,Jiugui,710,1.55
LAX01,91733,LAX01-006,Jiugui,389,1.55
LAX01,91734,LAX01-006,Jiugui,0,1.55
LAX01,92835,LAX01-007,Jiugui,216,1.65
LAX01,92831,LAX01-007,Jiugui,322,1.65
LAX01,92834,LAX01-007,Jiugui,2,1.65
LAX01,92836,LAX01-007,Jiugui,0,1.65
LAX01,92832,LAX01-007,Jiugui,228,1.65
LAX01,92833,LAX01-007,Jiugui,453,1.65
LAX01,91702,LAX01-008,AZE,595,1.6
LAX01,91740,LAX01-008,AZE,248,1.6
LAX01,91741,LAX01-008,AZE,219,1.6
LAX01,91780,LAX01-009,Jiugui,322,1.55
LAX01,91009,LAX01-009,Jiugui,0,1.55
LAX01,91066,LAX01-009,Jiugui,0,1.55
LAX01,91006,LAX01-009,Jiugui,275,1.55
LAX01,90239,LAX01-010,FUS,0,1.6
LAX01,90670,LAX01-010,FUS,185,1.6
LAX01,90651,LAX01-010,FUS,0,1.6
LAX01,90650,LAX01-010,FUS,1017,1.6
LAX01,91118,LAX01-011,CHT,0,1.6
LAX01,91030,LAX01-011,CHT,180,1.6
LAX01,91775,LAX01-011,CHT,203,1.6
LAX01,91031,LAX01-011,CHT,0,1.6
LAX01,91776,LAX01-011,CHT,355,1.6
LAX01,91802,LAX01-011,CHT,0,1.6
LAX01,91803,LAX01-011,CHT,252,1.6
LAX01,91801,LAX01-011,CHT,458,1.6
LAX01,91770,LAX01-011,CHT,606,1.6
LAX01,92806,LAX01-012,Jiugui,459,1.75
LAX01,92865,LAX01-012,Jiugui,197,1.75
LAX01,92867,LAX01-012,Jiugui,389,1.75
LAX01,92861,LAX01-012,Jiugui,55,1.75
LAX01,92817,LAX01-012,Jiugui,0,1.75
LAX01,92807,LAX01-012,Jiugui,355,1.75
LAX01,92869,LAX01-012,Jiugui,343,1.75
LAX01,91103,LAX01-013,AZE,236,1.75
LAX01,91104,LAX01-013,AZE,303,1.75
LAX01,91109,LAX01-013,AZE,0,1.75
LAX01,91106,LAX01-013,AZE,163,1.75
LAX01,91101,LAX01-013,AZE,168,1.75
LAX01,91125,LAX01-013,AZE,2,1.75
LAX01,91105,LAX01-013,AZE,115,1.75
LAX01,91107,LAX01-013,AZE,270,1.75
LAX01,91117,LAX01-013,AZE,0,1.75
LAX01,91108,LAX01-013,AZE,90,1.75
LAX01,91126,LAX01-013,AZE,0,1.75
LAX01,90041,LAX01-014,TLI,218,1.65
LAX01,90050,LAX01-014,TLI,0,1.65
LAX01,90042,LAX01-014,TLI,431,1.65
LAX01,90242,LAX01-015,FUS,422,1.6
LAX01,90241,LAX01-015,FUS,445,1.6
LAX01,90240,LAX01-015,FUS,267,1.6
LAX01,90022,LAX01-016,DUF,568,1.65
LAX01,90023,LAX01-016,DUF,371,1.65
LAX01,90040,LAX01-016,DUF,116,1.65
LAX01,90058,LAX01-016,DUF,56,1.65
LAX01,90063,LAX01-016,DUF,424,1.65
LAX01,90270,LAX01-016,DUF,225,1.65
LAX01,90640,LAX01-016,DUF,607,1.65
LAX01,91754,LAX01-016,DUF,294,1.65
LAX01,91755,LAX01-016,DUF,240,1.65
LAX01,91756,LAX01-016,DUF,0,1.65
LAX01,90201,LAX01-017,DUF,890,1.7
LAX01,90255,LAX01-017,DUF,647,1.7
LAX01,90280,LAX01-017,DUF,868,1.7
LAX02,90601,LAX02-003,DMIS,336,1.75
LAX02,90602,LAX02-003,DMIS,238,1.75
LAX02,90606,LAX02-003,DMIS,310,1.75
LAX02,90660,LAX02-003,DMIS,571,1.75
LAX02,91746,LAX02-003,DMIS,299,1.75
LAX02,90001,LAX02-004,HHL,562,1.7
LAX02,90002,LAX02-004,HHL,570,1.7
LAX02,90003,LAX02-004,HHL,770,1.7
LAX02,90012,LAX02-005,CHT,302,2.2
LAX02,90013,LAX02-005,CHT,159,2.2
LAX02,90014,LAX02-005,CHT,129,2.2
LAX02,90015,LAX02-005,CHT,330,2.2
LAX02,90017,LAX02-005,CHT,340,2.2
LAX02,90021,LAX02-005,CHT,183,2.2
LAX02,90026,LAX02-005,CHT,513,2.2
LAX02,90033,LAX02-005,CHT,408,2.2
LAX02,90057,LAX02-005,CHT,394,2.2
LAX02,90071,LAX02-005,CHT,11,2.2
LAX02,90079,LAX02-005,CHT,0,2.2
LAX02,90011,LAX02-006,YJN,918,1.75
LAX02,90037,LAX02-006,YJN,623,1.75
LAX02,90062,LAX02-006,YJN,392,1.75
LAX02,90031,LAX02-007,HHL,326,1.7
LAX02,90032,LAX02-007,HHL,365,1.7
LAX02,90065,LAX02-007,HHL,359,1.7
LAX02,90059,LAX02-008,DUF,494,1.65
LAX02,90061,LAX02-008,DUF,342,1.65
LAX03,90220,LAX03-021,AKE,621,1.65
LAX03,90221,LAX03-021,AKE,578,1.65
LAX03,90222,LAX03-021,AKE,353,1.65
LAX03,90223,LAX03-021,AKE,0,1.65
LAX02,90262,LAX02-008,DUF,644,1.65
LAX02,90044,LAX02-009,YJN,1081,1.75
LAX02,90047,LAX02-009,YJN,698,1.75
LAX02,90007,LAX02-010,YJN,318,1.75
LAX02,90018,LAX02-010,YJN,535,1.75
LAX02,90089,LAX02-010,YJN,13,1.75
LAX02,90004,LAX02-011,CHT,553,2.05
LAX02,90005,LAX02-011,CHT,384,2.05
LAX02,90006,LAX02-011,CHT,490,2.05
LAX02,90010,LAX02-011,CHT,93,2.05
LAX02,90019,LAX02-011,CHT,579,2.05
LAX02,90020,LAX02-011,CHT,382,2.05
LAX02,90029,LAX02-011,CHT,320,2.05
LAX02,90043,LAX02-012,YJN,582,1.8
LAX02,90301,LAX02-012,YJN,403,1.8
LAX02,90302,LAX02-012,YJN,329,1.8
LAX02,90308,LAX02-012,YJN,0,1.8
LAX02,90039,LAX02-013,AZE,213,1.9
LAX02,91201,LAX02-013,AZE,227,1.9
LAX02,91203,LAX02-013,AZE,171,1.9
LAX02,91204,LAX02-013,AZE,168,1.9
LAX02,91205,LAX02-013,AZE,378,1.9
LAX02,91206,LAX02-013,AZE,323,1.9
LAX02,91210,LAX02-013,AZE,9,1.9
LAX02,91221,LAX02-013,AZE,0,1.9
LAX02,90303,LAX02-014,YJN,293,1.8
LAX02,90304,LAX02-014,YJN,264,1.8
LAX02,90305,LAX02-014,YJN,211,1.8
LAX02,90247,LAX02-015,YJN,496,1.8
LAX02,90248,LAX02-015,YJN,126,1.8
LAX02,90504,LAX02-015,YJN,275,1.8
LAX02,90027,LAX02-016,CHT,380,2.1
LAX02,90028,LAX02-016,CHT,426,2.1
LAX02,90068,LAX02-016,CHT,211,2.1
LAX02,90249,LAX02-017,YJN,297,1.75
LAX02,90250,LAX02-017,YJN,1007,1.75
LAX02,90251,LAX02-017,YJN,0,1.75
LAX02,90260,LAX02-017,YJN,335,1.75
LAX02,90008,LAX02-018,UNS,405,1.9
LAX02,90016,LAX02-018,UNS,507,1.9
LAX02,90034,LAX02-018,UNS,451,1.9
LAX02,90056,LAX02-018,UNS,88,1.9
LAX02,90230,LAX02-018,UNS,246,1.9
LAX02,90232,LAX02-018,UNS,133,1.9
LAX02,90035,LAX02-019,AZE,264,1.95
LAX02,90036,LAX02-019,AZE,353,1.95
LAX02,90048,LAX02-019,AZE,216,1.95
LAX02,90069,LAX02-019,AZE,233,1.95
LAX02,90209,LAX02-019,AZE,0,1.95
LAX02,90211,LAX02-019,AZE,88,1.95
LAX02,90038,LAX02-020,AZE,289,2.05
LAX02,90046,LAX02-020,AZE,495,2.05
LAX02,91604,LAX02-020,AZE,278,2.05
LAX02,90045,LAX02-021,YJN,364,1.85
LAX02,90245,LAX02-021,YJN,147,1.85
LAX02,90254,LAX02-021,YJN,149,1.85
LAX02,90266,LAX02-021,YJN,242,1.85
LAX02,90267,LAX02-021,YJN,0,1.85
LAX02,90278,LAX02-021,YJN,342,1.85
LAX02,90293,LAX02-021,YJN,105,1.85
LAX02,90277,LAX02-022,DUF,288,1.8
LAX02,90501,LAX02-022,DUF,415,1.8
LAX02,90503,LAX02-022,DUF,360,1.8
LAX02,90505,LAX02-022,DUF,288,1.8
LAX02,90510,LAX02-022,DUF,0,1.8
LAX02,90717,LAX02-022,DUF,205,1.8
LAX02,90024,LAX02-023,DMIS,257,2.05
LAX02,90025,LAX02-023,DMIS,372,2.05
LAX02,90064,LAX02-023,DMIS,242,2.05
LAX02,90067,LAX02-023,DMIS,46,2.05
LAX02,90073,LAX02-023,DMIS,3,2.05
LAX02,90095,LAX02-023,DMIS,1,2.05
LAX02,90212,LAX02-023,DMIS,132,2.05
LAX02,90213,LAX02-023,DMIS,0,2.05
LAX02,91505,LAX02-024,DUF,296,1.85
LAX02,91506,LAX02-024,DUF,172,1.85
LAX02,91507,LAX02-024,DUF,0,1.85
LAX02,91601,LAX02-024,DUF,431,1.85
LAX02,91602,LAX02-024,DUF,184,1.85
LAX02,91603,LAX02-024,DUF,0,1.85
LAX02,91606,LAX02-024,DUF,528,1.85
LAX02,91607,LAX02-024,DUF,296,1.85
LAX02,91610,LAX02-024,DUF,0,1.85
LAX02,91617,LAX02-024,DUF,0,1.85
LAX02,90066,LAX02-025,TYA,435,1.9
LAX02,90094,LAX02-025,TYA,85,2.15
LAX02,90291,LAX02-025,TYA,229,1.9
LAX02,90292,LAX02-025,TYA,266,2.15
LAX02,90294,LAX02-025,TYA,0,1.9
LAX02,90401,LAX02-025,TYA,84,1.9
LAX02,90402,LAX02-025,TYA,86,1.9
LAX02,90403,LAX02-025,TYA,181,1.9
LAX02,90404,LAX02-025,TYA,170,1.9
LAX02,90405,LAX02-025,TYA,212,1.9
LAX02,90049,LAX02-026,HHL,296,1.9
LAX02,90210,LAX02-026,HHL,249,1.9
LAX02,90274,LAX02-027,DMIS,182,1.95
LAX02,90275,LAX02-027,DMIS,303,1.95
LAX02,90731,LAX02-027,DMIS,580,1.95
LAX02,90732,LAX02-027,DMIS,195,1.95
LAX02,91401,LAX02-028,AZE,429,1.9
LAX02,91402,LAX02-028,AZE,687,1.9
LAX02,91403,LAX02-028,AZE,242,1.9
LAX02,91405,LAX02-028,AZE,572,1.9
LAX02,91411,LAX02-028,AZE,248,1.9
LAX02,91423,LAX02-028,AZE,304,1.9
LAX02,91605,LAX02-028,AZE,593,1.9
LAX02,90502,LAX02-029,DUF,191,1.8
LAX02,90710,LAX02-029,DUF,263,1.8
LAX02,90744,LAX02-029,DUF,501,1.8
LAX02,90745,LAX02-029,DUF,620,1.8
LAX02,90746,LAX02-029,DUF,371,1.8
LAX02,90748,LAX02-029,DUF,0,1.8
LAX02,90749,LAX02-029,DUF,0,1.8
LAX03,90620,LAX03-001,Jiugui,475,1.7
LAX03,90630,LAX03-001,Jiugui,460,1.7
LAX03,90680,LAX03-001,Jiugui,324,1.7
LAX03,92846,LAX03-001,Jiugui,0,1.7
LAX03,92845,LAX03-001,Jiugui,147,1.7
LAX03,92683,LAX03-002,Jiugui,1008,1.7
LAX03,92655,LAX03-002,Jiugui,98,1.7
LAX03,92708,LAX03-002,Jiugui,541,1.7
LAX03,92841,LAX03-003,Jiugui,409,1.7
LAX03,92840,LAX03-003,Jiugui,596,1.7
LAX03,92842,LAX03-003,Jiugui,0,1.7
LAX03,92843,LAX03-003,Jiugui,471,1.7
LAX03,92844,LAX03-003,Jiugui,255,1.7
LAX03,92703,LAX03-003,Jiugui,565,1.7
LAX03,92801,LAX03-004,TYA,668,1.7
LAX03,92803,LAX03-004,TYA,0,1.7
LAX03,92805,LAX03-004,TYA,746,1.7
LAX03,92804,LAX03-004,TYA,911,1.7
LAX03,92812,LAX03-004,TYA,0,1.7
LAX03,92802,LAX03-004,TYA,440,1.7
LAX03,92649,LAX03-005,FUS,324,1.75
LAX03,92648,LAX03-005,FUS,447,1.75
LAX03,92646,LAX03-006,RLK,509,1.75
LAX03,92615,LAX03-006,RLK,0,1.75
LAX03,92647,LAX03-006,RLK,576,1.75
LAX03,90814,LAX03-007,DUF,152,1.7
LAX03,90804,LAX03-007,DUF,348,1.7
LAX03,90803,LAX03-007,DUF,262,1.7
LAX03,90815,LAX03-007,DUF,343,1.7
LAX03,90840,LAX03-007,DUF,2,1.7
LAX03,90720,LAX03-007,DUF,197,1.7
LAX03,90740,LAX03-007,DUF,219,1.7
LAX03,90808,LAX03-008,DUF,329,1.7
LAX03,90701,LAX03-008,DUF,153,1.7
LAX03,90702,LAX03-008,DUF,0,1.7
LAX03,90703,LAX03-008,DUF,417,1.7
LAX03,90623,LAX03-008,DUF,141,1.7
LAX03,90715,LAX03-008,DUF,205,1.7
LAX03,90716,LAX03-008,DUF,131,1.7
LAX03,90713,LAX03-008,DUF,268,1.7
LAX03,92868,LAX03-009,Jiugui,243,1.75
LAX03,92866,LAX03-009,Jiugui,135,1.75
LAX03,92711,LAX03-009,Jiugui,0,1.75
LAX03,92706,LAX03-009,Jiugui,312,1.75
LAX03,92702,LAX03-009,Jiugui,0,1.75
LAX03,92701,LAX03-009,Jiugui,391,1.75
LAX03,92704,LAX03-009,Jiugui,766,1.75
LAX03,92707,LAX03-009,Jiugui,502,1.75
LAX03,92626,LAX03-010,TYA,505,1.75
LAX03,92628,LAX03-010,TYA,0,1.75
LAX03,92627,LAX03-010,TYA,576,1.75
LAX03,90805,LAX03-011,DUF,966,1.7
LAX03,90807,LAX03-011,DUF,310,1.7
LAX03,90712,LAX03-011,DUF,326,1.7
LAX03,90723,LAX03-011,DUF,528,1.7
LAX03,90714,LAX03-011,DUF,0,1.7
LAX03,90706,LAX03-011,DUF,810,1.7
LAX03,90755,LAX03-012,RLK,127,1.7
LAX03,90806,LAX03-012,RLK,392,1.7
LAX03,90813,LAX03-012,RLK,500,1.7
LAX03,90810,LAX03-012,RLK,406,1.7
LAX03,90801,LAX03-012,RLK,1,1.7
LAX03,90831,LAX03-012,RLK,0,1.7
LAX03,90802,LAX03-012,RLK,434,1.7
LAX03,92705,LAX03-013,DIL,472,1.9
LAX03,92782,LAX03-013,DIL,243,1.9
LAX03,92780,LAX03-013,DIL,506,1.9
LAX03,92781,LAX03-013,DIL,0,1.9
LAX03,92602,LAX03-013,DIL,234,1.9
LAX03,92620,LAX03-013,DIL,433,1.9
LAX03,92612,LAX03-014,TYA,256,1.85
LAX03,92616,LAX03-014,TYA,0,1.85
LAX03,92697,LAX03-014,TYA,0,1.85
LAX03,92617,LAX03-014,TYA,63,1.85
LAX03,92603,LAX03-014,TYA,145,1.85
LAX03,92658,LAX03-014,TYA,0,1.85
LAX03,92660,LAX03-014,TYA,351,1.85
LAX03,92663,LAX03-014,TYA,202,1.85
LAX03,92606,LAX03-015,TLI,179,1.85
LAX03,92623,LAX03-015,TLI,0,1.85
LAX03,92614,LAX03-015,TLI,285,1.85
LAX03,92604,LAX03-015,TLI,206,1.85
LAX03,92618,LAX03-015,TLI,607,1.85
LAX03,92625,LAX03-016,AKE,111,2.1
LAX03,92651,LAX03-016,AKE,232,2.1
LAX03,92657,LAX03-016,AKE,118,2.1
LAX03,92661,LAX03-016,AKE,30,2.1
LAX03,92662,LAX03-016,AKE,25,2.1
LAX03,92624,LAX03-016,AKE,68,2.1
LAX03,92629,LAX03-016,AKE,253,2.1
LAX03,92637,LAX03-017,AKE,184,2
LAX03,92654,LAX03-017,AKE,0,2
LAX03,92653,LAX03-017,AKE,287,2
LAX03,92656,LAX03-017,AKE,440,2
LAX03,92677,LAX03-017,AKE,571,2
LAX03,92607,LAX03-017,AKE,0,2
LAX03,92630,LAX03-018,AKE,656,1.85
LAX03,92691,LAX03-018,AKE,437,1.85
LAX03,92692,LAX03-018,AKE,405,1.85
LAX03,92688,LAX03-018,AKE,356,1.85
